[[-6.7427802085876465, -3.5268807411193848, -3.8400979042053223, -3.456977605819702, -5.653651237487793, -1.4632333517074585, -2.125176429748535, -3.0388050079345703, -3.9009599685668945, -3.8754210472106934, -1.577592372894287, -2.3326737880706787, 1.5059608221054077, -1.963716983795166, 0.10184958577156067, -3.0577237606048584, -1.632241129875183]]
[[-11.403116226196289, -2.5821778774261475, -0.19044272601604462, -8.38227367401123, -7.1218085289001465, -4.422887325286865, -6.666330337524414, -6.831847190856934, -4.508858680725098, -6.14300537109375, -6.224435806274414, -4.360418319702148, -5.6298956871032715, -4.777306079864502, -4.434817790985107, -7.2830705642700195, -4.2934393882751465]]
[[-5.668707370758057, -0.10919702053070068, -1.0499708652496338, -5.457736968994141, -8.217351913452148, 0.2833499014377594, -4.905683517456055, -2.088827610015869, -2.284471273422241, -4.62009334564209, -2.468167543411255, -1.6323691606521606, -1.3892433643341064, -3.849087715148926, -2.3079962730407715, -3.7580413818359375, -0.7262153029441833]]
[[-6.214212417602539, -2.6952688694000244, -5.482682704925537, -2.395831346511841, -5.196604251861572, -6.662022590637207, -1.9828808307647705, 0.7046923041343689, 1.9447948932647705, -4.072113513946533, -5.606998920440674, 1.2488865852355957, -2.8561699390411377, -4.680630683898926, -5.028345108032227, -3.648392677307129, -1.4624660015106201]]
[[-3.8930087089538574, -2.32440447807312, -4.818657398223877, -2.718108654022217, -1.3244493007659912, -6.733837127685547, -4.226032257080078, 0.7293914556503296, -1.1757440567016602, -0.2159254252910614, -3.743657350540161, -1.7566145658493042, -1.5446844100952148, -3.9346888065338135, -4.75691556930542, -3.42100191116333, 1.5194090604782104]]
[[-2.646782636642456, -2.348755359649658, -5.395397186279297, -2.671604871749878, -3.044090509414673, -5.968685150146484, -1.575793743133545, 0.7998712062835693, 0.36825114488601685, -0.20786979794502258, -4.858117580413818, -1.1055024862289429, -0.3307325541973114, -5.031574249267578, -5.073093414306641, -1.982692837715149, 1.9786440134048462]]
[[-3.06535267829895, -9.877161979675293, -6.772907257080078, -3.0238139629364014, 1.4799113273620605, -9.255452156066895, -9.7391996383667, -5.306216239929199, -5.108245372772217, -0.4858412742614746, -4.168719291687012, -5.935788631439209, -8.361050605773926, -10.244941711425781, -7.674638271331787, 3.0943243503570557, -5.260009288787842]]
[[-3.67859148979187, -4.969464302062988, -6.6910319328308105, -2.5412378311157227, -1.470805048942566, -8.005733489990234, -4.000202178955078, 0.45195919275283813, -2.806729555130005, 0.5636149644851685, -5.577965259552002, -4.002386093139648, -4.298405170440674, -5.089816570281982, -6.245695114135742, -2.2845053672790527, -0.5182403922080994]]
[[-3.2446365356445312, -8.263325691223145, -0.9438385963439941, -3.312069892883301, -6.074346542358398, -7.1068549156188965, -8.6235990524292, -4.566316604614258, -7.505259037017822, -3.532137870788574, -4.490872859954834, -6.6992082595825195, -7.267838478088379, -9.787738800048828, -7.155637264251709, -2.160672903060913, -6.167691230773926]]
[[-1.1464407444000244, -4.454375743865967, -1.9392627477645874, -2.147670269012451, -2.045053482055664, -9.553077697753906, -8.092643737792969, -0.5777703523635864, -4.877183437347412, -0.9396058917045593, -6.668646335601807, -4.897820472717285, -6.538468837738037, -9.548155784606934, -6.709481239318848, -1.4634711742401123, -1.5866954326629639]]
[[-11.253324508666992, -1.8622775077819824, -0.9517635703086853, -7.593594074249268, -6.295884132385254, -4.056933403015137, -3.345107316970825, -5.567346096038818, -3.8659327030181885, -6.885386943817139, -6.5967817306518555, -4.186339855194092, -3.8150181770324707, -3.7612979412078857, -3.4333505630493164, -7.960599422454834, -3.84376859664917]]
[[-3.5900754928588867, -7.182216167449951, -2.2505297660827637, -2.0729410648345947, -1.3936461210250854, -10.904842376708984, -9.024413108825684, -3.4457647800445557, -5.770456790924072, -1.1649972200393677, -4.6260986328125, -5.492978572845459, -7.701611042022705, -9.068899154663086, -7.7431321144104, -2.509951114654541, -3.4688632488250732]]
[[-1.2269799709320068, -8.077943801879883, -3.8853440284729004, -2.373765230178833, -4.682400703430176, -11.080436706542969, -10.147579193115234, -2.216475486755371, -5.382159233093262, -0.6709790229797363, 1.0044188499450684, -5.382513523101807, -7.826979637145996, -10.560592651367188, -10.482439994812012, -4.7355194091796875, -5.710817813873291]]
[[-9.759502410888672, -2.8495044708251953, 0.4755748510360718, -5.201456546783447, -8.983946800231934, -4.9427170753479, -5.104042053222656, -5.81653356552124, -4.100816249847412, -5.977680683135986, -5.091856479644775, -4.192094326019287, -4.789638042449951, -6.519338130950928, -5.300116539001465, -7.531641483306885, -3.3561174869537354]]
